Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Synrg	0.01204982	0.03707539	0.245	0.227	1
AU019823	0.012104439	-0.048761945	0.234	0.263	1
Adgre5	0.012120822	0.100583153	0.123	0.078	1
Gm32856	0.012181139	-0.104131079	0.082	0.149	1
Cpsf6	0.012323494	-0.041247144	0.474	0.5	1
3110082I17Rik	0.012447342	-0.134433657	0.046	0.13	1
Nup214	0.012532078	0.031766151	0.279	0.253	1
Psmd2	0.012589735	0.02514934	0.437	0.425	1
Mrpl51	0.012660652	-0.03958195	0.361	0.389	1
Fam32a	0.01266919	0.028950547	0.316	0.297	1
Sec22b	0.012748816	0.040577891	0.225	0.196	1
Zfp518a	0.012775859	0.06553813	0.165	0.126	1
Pttg1	0.012824006	0.097826254	0.136	0.071	1
Zfp326	0.01283866	0.04536908	0.213	0.182	1
Nasp	0.012877189	0.026529057	0.496	0.489	1
Cic	0.012888659	0.051292066	0.19	0.16	1
Mrpl2	0.012899581	-0.060944934	0.174	0.213	1
Babam2	0.013014714	0.028540426	0.34	0.321	1
Rida	0.01304516	0.097593754	0.134	0.073	1
Mta2	0.013097624	0.027422157	0.343	0.328	1
Snrnp40	0.013114809	-0.041199083	0.308	0.327	1
Fdft1	0.013240498	0.049748742	0.197	0.174	1
P4hb	0.013324099	-0.049278671	0.225	0.258	1
Riok2	0.013338017	-0.063909656	0.163	0.203	1
Kpna1	0.013385102	-0.040829903	0.335	0.36	1
Wars	0.013571611	-0.077051942	0.126	0.18	1
Cnpy2	0.013576083	0.059259871	0.177	0.138	1
Itgav	0.013642831	0.082508422	0.145	0.093	1
Hnrnpl	0.01369622	0.024416513	0.536	0.527	1
Maea	0.013729098	0.039877459	0.221	0.204	1
Trim37	0.013737215	-0.124686272	0.055	0.133	1
Nln	0.013899879	-0.109230057	0.072	0.143	1
Rnf157	0.01408053	0.040618626	0.225	0.213	1
Ctbp1	0.014096446	-0.039001966	0.388	0.411	1
Parp1	0.014114822	-0.061527115	0.67	0.702	1
Ptpn1	0.014244951	0.028043929	0.35	0.336	1
Aldh18a1	0.014300684	-0.105554204	0.077	0.146	1
D430042O09Rik	0.01432435	0.070096928	0.155	0.117	1
Xpa	0.014395781	0.065377131	0.165	0.122	1
Bcl7b	0.014530508	0.045943514	0.203	0.175	1
Hmox2	0.014572967	0.066716896	0.164	0.117	1
Pgap1	0.014773557	0.08389809	0.141	0.09	1
Rpl31	0.014901459	-0.043858433	0.966	0.964	1
Rrm2b	0.014926468	0.065503287	0.163	0.122	1
Clptm1	0.014939782	0.037204731	0.233	0.207	1
Cryzl1	0.014958711	0.063718367	0.167	0.126	1
Trappc8	0.014999237	0.057751565	0.176	0.139	1
Skiv2l	0.015043162	0.054707365	0.182	0.146	1
Wrn	0.015077459	0.075928106	0.151	0.101	1
Nampt	0.015085268	-0.059316467	0.184	0.227	1
Cstf2t	0.01519223	0.058176663	0.174	0.137	1
Pold2	0.015263408	-0.098978198	0.085	0.152	1
Tfb2m	0.015310529	-0.069180551	0.143	0.193	1
Got1	0.015338684	-0.081195596	0.119	0.169	1
Zfp617	0.015410638	0.073147474	0.153	0.107	1
Nucks1	0.015421183	0.016361205	0.725	0.714	1
Fam168b	0.015476296	0.026664136	0.363	0.347	1
Hgh1	0.015677625	-0.108303336	0.07	0.145	1
Tbc1d17	0.015696289	0.069974649	0.157	0.113	1
Ddx50	0.015709596	-0.040626705	0.524	0.552	1
Nemf	0.015851119	0.024874229	0.452	0.437	1
Strn3	0.015888878	0.028007556	0.32	0.305	1
Twnk	0.01592733	-0.107377858	0.072	0.142	1
Srcap	0.016089749	0.036885283	0.236	0.212	1
Tsfm	0.016130878	-0.079242976	0.119	0.175	1
Ddt	0.016210003	0.061314343	0.171	0.13	1
Kin	0.016287516	0.062459155	0.166	0.127	1
Eif3k	0.016525158	-0.039214538	0.57	0.591	1
Atp2a3	0.01658353	0.07167901	0.154	0.107	1
Chmp1a	0.016669006	0.042802211	0.209	0.18	1
Zmat5	0.016790551	0.047099414	0.195	0.166	1
Abca7	0.016792297	0.101797611	0.127	0.064	1
Rpl21	0.016848576	-0.034556213	1	1	1
Ctsz	0.016929781	-0.042375011	0.549	0.568	1
Zcchc8	0.016966377	0.056367303	0.178	0.138	1
Trappc10	0.016986419	0.038800657	0.225	0.203	1
Atp5e	0.01713702	0.013103568	0.947	0.937	1
Tgfbr1	0.017179174	0.038443504	0.227	0.209	1
Sfr1	0.017240191	0.023530152	0.5	0.491	1
Ydjc	0.017440527	-0.14587484	0.031	0.122	1
Pdpk1	0.017496381	0.042382379	0.209	0.182	1
Ecd	0.017542168	-0.043815463	0.259	0.286	1
Dnpep	0.017566468	0.047067184	0.197	0.162	1
Sp1	0.017615151	0.025295451	0.408	0.405	1
Tpp1	0.017630896	0.07236275	0.152	0.106	1
Smim8	0.017634082	0.069677753	0.154	0.111	1
mt-Nd4	0.017675286	-0.003615005	0.999	0.997	1
Sqle	0.017699192	0.023419253	0.355	0.358	1
Rps24	0.017747742	-0.00552373	1	1	1
Adar	0.017862269	0.032827472	0.252	0.232	1
Psmd14	0.017944727	0.026529961	0.323	0.307	1
Rpp38	0.017955569	-0.103400785	0.075	0.146	1
Crbn	0.018067057	0.061763644	0.164	0.128	1
Atp6ap2	0.018184149	0.060060976	0.167	0.132	1
Ppp3r1	0.018219283	0.059849402	0.17	0.128	1
Micu1	0.018251262	0.082011453	0.142	0.088	1
Uvssa	0.018452262	0.071209864	0.149	0.109	1
Mrps26	0.018462892	-0.057372848	0.178	0.217	1
9030624J02Rik	0.018574136	0.071088421	0.153	0.105	1
Plekhj1	0.018905798	0.025749389	0.337	0.325	1
Mcm3	0.018983256	0.033995238	0.243	0.224	1
Zfhx2	0.01903233	0.079858897	0.14	0.092	1
Acox3	0.019252725	0.074874312	0.148	0.098	1
Pkib	0.019281305	0.10850049	0.106	0.068	1
Hist1h4d	0.019294284	0.07564749	0.148	0.096	1
Vps41	0.019314199	0.055717466	0.174	0.138	1
Ppme1	0.019581776	0.061930287	0.164	0.123	1
Pbx2	0.019595739	0.077839158	0.144	0.094	1
Dync1li1	0.019670911	0.06730058	0.156	0.112	1
Pde6d	0.019757875	0.07545081	0.147	0.097	1
Scaper	0.019862506	0.056275117	0.173	0.139	1
Rbm3	0.019996456	-0.056366644	0.902	0.915	1
Lypla1	0.020011214	0.042554595	0.207	0.175	1
Xrcc5	0.020060053	-0.07914792	0.119	0.166	1
Smarcd1	0.020133328	0.036029963	0.227	0.208	1
Tcea1	0.02044553	-0.041424249	0.562	0.581	1
Dpm1	0.020597267	0.041078234	0.21	0.18	1
Topbp1	0.02062334	0.0281752	0.287	0.267	1
Golph3l	0.020751999	0.073748792	0.148	0.1	1
Arl6ip6	0.020811231	0.074726641	0.146	0.098	1
Magoh	0.020905902	0.022731259	0.497	0.476	1
Cenpa	0.020917015	0.078761088	0.138	0.095	1
Copz1	0.020994671	0.031068037	0.252	0.239	1
Irf1	0.021022521	0.057105815	0.171	0.133	1
Scai	0.021143644	0.044816226	0.198	0.173	1
Tbrg4	0.021190431	-0.085459503	0.102	0.159	1
Pogz	0.021275295	0.045734702	0.196	0.169	1
Vdac1	0.021292176	-0.064369284	0.153	0.195	1
Zfp24	0.021327152	0.056123071	0.17	0.14	1
Brox	0.02133087	0.063618257	0.159	0.12	1
Ero1l	0.02134928	-0.090713766	0.092	0.155	1
Themis2	0.021352473	0.093272939	0.13	0.068	1
Ralgapb	0.021361669	0.04271395	0.203	0.174	1
Hars	0.021427723	-0.057561252	0.171	0.207	1
Sirt7	0.021534969	0.02672752	0.304	0.294	1
Rbm48	0.021626779	0.059778119	0.166	0.126	1
Stx11	0.021694539	0.087969246	0.132	0.077	1
Dedd2	0.02170188	0.079820797	0.14	0.088	1
Pdcl3	0.021952649	0.050444652	0.184	0.15	1
Mprip	0.021957524	0.037289122	0.226	0.201	1
Chtf8	0.021978095	0.02615241	0.3	0.287	1
Papd7	0.022176225	-0.09270616	0.086	0.152	1
Cfl2	0.022183145	0.056027396	0.172	0.136	1
Eif4g3	0.022239057	0.022674737	0.527	0.516	1
Inf2	0.022386129	0.028594362	0.285	0.282	1
Anxa6	0.022424664	0.090490926	0.127	0.077	1
Phf6	0.022428482	0.044511617	0.196	0.17	1
Arl13b	0.022451048	0.093998973	0.127	0.069	1
Ccdc137	0.022620645	-0.079323659	0.115	0.163	1
Ubr3	0.022737049	0.042320534	0.202	0.175	1
Plaa	0.022819588	-0.042633406	0.251	0.278	1
Azi2	0.022893171	0.04592812	0.192	0.165	1
Mon2	0.02294759	0.02873213	0.277	0.26	1
Mcm3ap	0.022966529	0.055093894	0.171	0.137	1
Atp2c1	0.022993429	0.056347117	0.171	0.131	1
Arhgef6	0.023175496	0.055073181	0.172	0.136	1
Hmgn1	0.023246171	0.019033477	0.592	0.577	1
Ppfibp2	0.023249468	0.089703352	0.128	0.075	1
Tmem55b	0.02329245	0.03294755	0.237	0.218	1
Bag6	0.023453442	0.029205902	0.265	0.248	1
Dld	0.023625266	0.035025324	0.227	0.21	1
Vps29	0.023730899	0.030401121	0.254	0.236	1
Ssh1	0.023940973	0.091945675	0.131	0.068	1
Pam16	0.024013274	-0.051033273	0.193	0.229	1
Sumo3	0.02404832	0.05344198	0.175	0.139	1
1110059G10Rik	0.024088704	0.055431155	0.17	0.135	1
Asxl2	0.024095636	0.024396224	0.406	0.399	1
Jtb	0.024508178	-0.038016385	0.405	0.423	1
Zfp513	0.024549585	0.065695482	0.155	0.109	1
Tmem11	0.024614949	-0.065565703	0.143	0.188	1
Rps6ka1	0.024740868	0.057854251	0.166	0.126	1
Opa3	0.024776018	-0.056851695	0.172	0.21	1
Elac2	0.024779331	-0.089337633	0.092	0.151	1
AI987944	0.024802024	0.0706864	0.145	0.103	1
Adora2a	0.024942997	0.081918879	0.133	0.085	1
Ubfd1	0.025007834	-0.045055735	0.225	0.255	1
Bsg	0.025136059	0.022667562	0.462	0.438	1
Wbp1l	0.025188404	0.060825961	0.161	0.12	1
2900097C17Rik	0.025197601	0.022074845	0.408	0.397	1
Tesk1	0.025574832	0.038439563	0.211	0.189	1
Pmvk	0.025593469	0.071237599	0.141	0.106	1
Atg2a	0.025691105	0.049773328	0.181	0.147	1
Cyhr1	0.025838027	0.046103635	0.19	0.156	1
Por	0.025858376	0.037180019	0.217	0.193	1
Bag1	0.025968093	-0.036808451	0.44	0.457	1
AI837181	0.02610458	0.046078136	0.188	0.156	1
Vrk3	0.026282802	0.065920246	0.153	0.11	1
Slc2a6	0.026296891	0.078908518	0.134	0.09	1
Rabggtb	0.026379376	-0.063257515	0.15	0.188	1
Lrrfip2	0.026437426	0.060118994	0.159	0.124	1
Nop9	0.026594313	-0.057710056	0.164	0.204	1
Rrn3	0.026648909	-0.060171312	0.156	0.197	1
Scaf4	0.026791657	-0.042884657	0.234	0.264	1
Lta4h	0.026958602	0.050076588	0.175	0.149	1
Exosc3	0.027082867	0.030467407	0.245	0.228	1
Cers4	0.027113299	0.051569734	0.176	0.145	1
Plekhm3	0.027182842	0.078122535	0.137	0.088	1
Ankib1	0.027223823	-0.047513505	0.21	0.243	1
Spg7	0.027243767	0.042410481	0.199	0.173	1
Rps6ka3	0.027461771	0.055381855	0.166	0.132	1
Fam98a	0.027473849	-0.059959449	0.158	0.199	1
Ccser2	0.027535056	0.068704799	0.146	0.104	1
Ctdsp2	0.02757469	0.090629938	0.129	0.068	1
Sft2d1	0.027594215	0.036532773	0.216	0.191	1
Nsun6	0.027611377	0.071587787	0.143	0.099	1
Ginm1	0.027644618	0.057702613	0.162	0.127	1
Rnf168	0.027790356	0.068043375	0.15	0.103	1
Plekhf2	0.027975484	0.054624932	0.165	0.134	1
Mvb12a	0.028001116	0.035070397	0.225	0.198	1
Yipf5	0.028093791	0.042138731	0.197	0.172	1
Ndufc2	0.028143849	-0.036663436	0.34	0.354	1
Osbp	0.02817896	0.045275896	0.187	0.158	1
Snapc3	0.028363592	0.04338635	0.191	0.166	1
Lmbr1l	0.028496875	0.053546553	0.168	0.134	1
H2-DMb1	0.028509831	0.051946644	0.172	0.142	1
Ndfip1	0.028741013	0.069076674	0.147	0.101	1
Rnaset2a	0.028760857	0.083070006	0.132	0.079	1
Vps37a	0.028848574	0.043060527	0.195	0.164	1
Bud23	0.029054226	-0.047439235	0.205	0.238	1
Zbtb10	0.029150225	0.041446583	0.199	0.177	1
Pik3cg	0.029162453	0.093295775	0.12	0.067	1
Commd4	0.029241842	0.046522274	0.185	0.153	1
Gbp2	0.029299046	0.091959097	0.117	0.072	1
Gtf2a2	0.029353571	0.022696265	0.374	0.357	1
Tsg101	0.02937138	0.030311891	0.241	0.224	1
Itfg1	0.029439375	0.052388475	0.171	0.139	1
Pip4k2c	0.029489646	0.064529645	0.15	0.111	1
Bicra	0.029729948	0.067896177	0.147	0.104	1
Zfand2b	0.029742505	0.057961933	0.16	0.124	1
Map2k3	0.029762858	0.040950021	0.195	0.177	1
Pura	0.029767321	0.022283614	0.535	0.523	1
Appbp2	0.029782444	-0.03903698	0.271	0.298	1
Chst15	0.029837926	0.08382316	0.128	0.08	1
Sec24c	0.029843308	0.03021091	0.247	0.229	1
Pyurf	0.0299924	-0.07167872	0.122	0.171	1
Svbp	0.030028133	0.031489623	0.246	0.225	1
Ddrgk1	0.030065394	0.032065142	0.234	0.214	1
Nit1	0.0301752	0.082975297	0.132	0.077	1
Txndc17	0.030266757	-0.036317492	0.367	0.392	1
Anapc1	0.030549028	0.026127093	0.282	0.27	1
Pom121	0.030666736	-0.040098959	0.263	0.29	1
Mrpl45	0.030831375	0.035100711	0.222	0.204	1
Rnf34	0.031092765	0.07012513	0.145	0.096	1
Sacs	0.03128883	-0.063909656	0.14	0.186	1
Creld2	0.03151601	0.057709254	0.159	0.124	1
Becn1	0.031567941	0.024768212	0.304	0.292	1
Ripk1	0.031602037	0.041728192	0.196	0.171	1
Taldo1	0.031733605	0.022128655	0.419	0.4	1
Prex1	0.031755818	0.0643901	0.15	0.108	1
Vav1	0.031757885	0.048580975	0.177	0.145	1
Dynlt3	0.031830551	0.051640674	0.17	0.138	1
Prkcsh	0.031931613	0.03149633	0.239	0.222	1
Mrps33	0.032091907	-0.035386441	0.4	0.422	1
Akt3	0.032104098	0.057293503	0.159	0.122	1
Cinp	0.032194813	-0.078903564	0.108	0.159	1
Zdhhc3	0.032295391	-0.048205984	0.199	0.233	1
Edc4	0.032421235	0.04807733	0.176	0.145	1
Smg7	0.032491037	0.025903349	0.287	0.274	1
Abi3	0.032562053	0.082946474	0.129	0.077	1
Itpkb	0.032670299	0.034883811	0.228	0.206	1
Nbr1	0.032687433	0.068611486	0.143	0.1	1
Vta1	0.032717803	0.053060051	0.168	0.131	1
Rnf19a	0.032743425	0.071430191	0.14	0.093	1
Slf2	0.032882353	0.028959028	0.252	0.237	1
Nek9	0.032902838	0.041031828	0.197	0.169	1
Lias	0.033571991	0.057341907	0.158	0.122	1
Strn	0.033625983	0.065341383	0.147	0.105	1
Atg12	0.033872168	0.053928722	0.163	0.129	1
Mboat7	0.033923312	0.07851739	0.133	0.081	1
Ndufa8	0.033966275	0.023977701	0.289	0.269	1
3-Mar	0.033974586	0.07397979	0.13	0.098	1
Srsf3	0.034004082	-0.052409219	0.866	0.869	1
Mau2	0.034106145	0.022417334	0.392	0.385	1
Psip1	0.034342313	0.02369541	0.371	0.363	1
Brwd3	0.034360034	0.060340416	0.152	0.115	1
Clint1	0.034456692	-0.035133675	0.468	0.494	1
2310039H08Rik	0.03477152	-0.072274104	0.119	0.167	1
Luc7l3	0.03513997	-0.041210641	0.627	0.655	1
Atp6v1a	0.035268204	0.077844954	0.133	0.081	1
Efr3a	0.035286817	0.025433788	0.289	0.273	1
Zfp597	0.035347433	0.077451343	0.133	0.083	1
Etfa	0.035353499	0.050858442	0.17	0.135	1
Styx	0.035438704	0.037528495	0.206	0.19	1
Hjurp	0.035464999	0.072549276	0.137	0.092	1
Rnf146	0.035507731	0.048732317	0.173	0.14	1
Eloc	0.035510873	0.02080592	0.383	0.354	1
Blmh	0.035517503	0.029279547	0.248	0.222	1
Pdxdc1	0.035524542	0.050648883	0.169	0.139	1
Eif2b2	0.035575868	0.045070008	0.181	0.152	1
Cog4	0.035726418	0.053577589	0.162	0.13	1
Dhx38	0.035824333	0.032563614	0.227	0.207	1
Anapc11	0.035875048	0.040008547	0.198	0.169	1
Ep400	0.035916841	-0.035548769	0.501	0.527	1
Ccdc59	0.035946618	0.021875558	0.378	0.369	1
Jmjd6	0.035957701	-0.049308193	0.189	0.22	1
Cables2	0.036171164	0.051893847	0.169	0.133	1
Ikzf5	0.03626789	0.050741642	0.168	0.137	1
Mtch1	0.036740196	0.034645526	0.212	0.191	1
Irak2	0.036849558	0.081380997	0.128	0.077	1
Prpf18	0.036994129	0.043557852	0.185	0.154	1
S100a13	0.037358571	0.072140519	0.138	0.09	1
Rpl19	0.037368789	-0.027580123	1	1	1
Il12a	0.037433829	0.070101009	0.135	0.097	1
Kat2a	0.037519459	-0.108820232	0.055	0.129	1
Adh5	0.03755117	-0.040519925	0.236	0.263	1
Hist1h1c	0.037588199	0.067122151	0.142	0.099	1
Rad50	0.037589065	-0.039119125	0.278	0.312	1
Usp16	0.037746757	-0.035403062	0.424	0.44	1
Hypk	0.037815265	-0.03584363	0.3	0.321	1
Scaf8	0.037980563	0.024726699	0.281	0.269	1
Cep57	0.037982233	0.055307324	0.158	0.125	1
Cep135	0.038018958	0.054264978	0.158	0.129	1
Acsl4	0.038046038	0.070021219	0.139	0.095	1
Gm9856	0.038176133	-0.070891703	0.117	0.17	1
Siva1	0.038234358	-0.064671739	0.135	0.179	1
Pja2	0.03827396	0.07042715	0.139	0.093	1
Ap5m1	0.038320528	0.053248935	0.158	0.131	1
Sf3b4	0.038399952	0.023789415	0.301	0.283	1
2510039O18Rik	0.03852102	0.039079564	0.196	0.17	1
Crls1	0.038902429	-0.079024348	0.101	0.154	1
Mrpl54	0.038941143	-0.034764597	0.417	0.441	1
Ssbp1	0.039111897	-0.036188768	0.383	0.398	1
Snx18	0.039119994	0.045924359	0.176	0.148	1
Unc45a	0.039244964	0.055981084	0.156	0.123	1
Akap9	0.039381417	0.020272687	0.483	0.486	1
Ofd1	0.039580054	0.063648451	0.143	0.108	1
Slc15a4	0.039634878	0.062345276	0.146	0.109	1
Sik2	0.039695587	0.054429769	0.155	0.131	1
Rdx	0.039813789	0.020198936	0.415	0.408	1
AU020206	0.039838628	0.026018556	0.287	0.276	1
Snx4	0.040003881	0.049201288	0.171	0.138	1
D1Ertd622e	0.040025095	-0.051075519	0.183	0.218	1
Ehmt1	0.040166734	-0.043952121	0.213	0.241	1
Pdcd7	0.040506383	0.045494014	0.176	0.15	1
Sugp1	0.040515951	0.042470256	0.183	0.16	1
Taf2	0.040620895	0.04517338	0.175	0.149	1
Copg1	0.040886123	0.033256367	0.217	0.195	1
Nrf1	0.041033366	0.024614465	0.281	0.264	1
Mthfs	0.041069924	0.041199977	0.189	0.162	1
Mgrn1	0.041134499	0.067040118	0.141	0.096	1
Ube2d1	0.041278035	0.05180208	0.165	0.128	1
Batf	0.041343279	0.032174023	0.223	0.206	1
Lsm8	0.041525656	0.042878305	0.18	0.155	1
Slc29a3	0.041630959	0.072526083	0.129	0.093	1
Fut8	0.041724326	0.067579743	0.132	0.105	1
Klf7	0.041795489	0.065164071	0.138	0.104	1
Rab22a	0.041981428	0.043966727	0.178	0.153	1
Psmg1	0.042127956	-0.084509421	0.09	0.145	1
Map1s	0.042141063	-0.062118922	0.138	0.181	1
Surf6	0.042151508	-0.051545941	0.172	0.206	1
Sirt2	0.042237186	0.066022184	0.141	0.098	1
Cdk5r1	0.042489607	0.038162587	0.205	0.202	1
Slamf1	0.042849042	0.071660705	0.129	0.093	1
Zfp622	0.042866567	0.026134634	0.254	0.244	1
Grasp	0.042905694	0.062371547	0.141	0.111	1
Sugp2	0.042992056	-0.062739117	0.137	0.179	1
Sdhc	0.043006457	0.043369692	0.181	0.153	1
Trim34a	0.043195824	0.060172175	0.146	0.112	1
Rassf4	0.043231651	0.094078728	0.109	0.063	1
Ube2o	0.043232259	-0.068655471	0.125	0.167	1
Minpp1	0.04343228	-0.07750186	0.102	0.154	1
Nxf1	0.04358	0.019236226	0.432	0.422	1
Dnlz	0.043605167	-0.049660067	0.183	0.215	1
Psmg3	0.043731868	-0.05696994	0.156	0.19	1
Nptn	0.043841415	0.041176248	0.186	0.161	1
2010315B03Rik	0.043924372	0.075287005	0.13	0.082	1
Pdcd6	0.044028194	0.021354439	0.327	0.306	1
Rap1gds1	0.044245271	0.027163258	0.246	0.229	1
Isyna1	0.044272045	-0.06987676	0.117	0.167	1
Nisch	0.044287254	0.02173968	0.385	0.381	1
Ddx55	0.044311267	-0.049979821	0.178	0.212	1
Prdx2	0.044464111	-0.045732926	0.22	0.234	1
Zmym2	0.044575454	0.04323153	0.18	0.15	1
Rchy1	0.044698457	0.066033256	0.142	0.095	1
Tsc1	0.044846108	0.04294469	0.179	0.156	1
Dcaf7	0.044889648	0.026510816	0.254	0.234	1
Ncaph2	0.044955521	0.026067029	0.253	0.232	1
Tsnax	0.044975483	-0.072461391	0.113	0.159	1
Nipsnap3b	0.045024045	0.045599762	0.174	0.144	1
Vps4a	0.045070937	0.048223849	0.167	0.136	1
Rbbp7	0.045209485	-0.042278916	0.544	0.556	1
Gtf3c1	0.045531255	0.050207455	0.164	0.13	1
Pibf1	0.045579644	0.038531608	0.194	0.172	1
Tmcc1	0.046079761	0.026395715	0.279	0.269	1
Crkl	0.046167575	0.047572892	0.167	0.139	1
Vcpip1	0.046315973	0.024919491	0.272	0.266	1
Spopl	0.046373628	0.028067214	0.248	0.232	1
Hells	0.046426417	0.064402074	0.133	0.106	1
Snapin	0.046550873	0.055191772	0.155	0.119	1
Ammecr1l	0.046563374	0.042776486	0.18	0.153	1
Timm10b	0.046690886	0.025706016	0.264	0.243	1
Trabd	0.046971455	0.033628731	0.209	0.186	1
Cnppd1	0.047042129	0.040674433	0.182	0.162	1
Pcyt2	0.047197781	0.030072353	0.231	0.213	1
Pttg1ip	0.047307346	0.067439963	0.138	0.092	1
Selenof	0.047406133	0.019142991	0.444	0.431	1
Slc39a6	0.047491825	-0.074138671	0.108	0.154	1
Impdh1	0.047495384	-0.106238506	0.053	0.127	1
Wtap	0.047537504	0.022365607	0.304	0.29	1
Setdb1	0.047554411	-0.054059457	0.16	0.201	1
Naa60	0.047604437	0.066977583	0.138	0.095	1
Naa38	0.047865893	0.033115062	0.209	0.187	1
Lpcat3	0.047884118	0.042481173	0.179	0.153	1
Kdm1a	0.048219494	0.01854282	0.428	0.419	1
Nfatc2ip	0.048362694	0.050643033	0.16	0.131	1
Aifm1	0.048433206	0.040067701	0.189	0.16	1
Mdc1	0.048565495	-0.053860075	0.162	0.196	1
Gtdc1	0.048597609	0.042310635	0.177	0.152	1
Khsrp	0.048651216	-0.035560768	0.285	0.305	1
Ndufaf8	0.048749273	-0.036169811	0.385	0.408	1
Cox16	0.049003109	0.038177608	0.19	0.166	1
Znfx1	0.049118645	0.049964446	0.162	0.13	1
Urb2	0.049255698	-0.092258651	0.072	0.136	1
Erlec1	0.049355676	0.061874762	0.141	0.106	1
Actr1a	0.049435702	0.049525208	0.162	0.13	1
Dalrd3	0.049642215	0.053579443	0.153	0.123	1
Wipi2	0.049876125	0.028995586	0.232	0.209	1
Gopc	0.049902308	0.044733626	0.171	0.144	1
Papolg	0.050124509	0.063156366	0.141	0.1	1
Slc16a6	0.050222091	-0.039589754	0.236	0.262	1
Ap1g1	0.050260221	0.027619623	0.235	0.218	1
Ccnk	0.050319563	0.043020328	0.177	0.151	1
Ppp1r15b	0.050431733	-0.034346892	0.309	0.327	1
Zfp217	0.05057154	0.07841928	0.123	0.075	1
Slc31a1	0.050636617	0.061456494	0.142	0.104	1
Slf1	0.050643329	0.02973836	0.228	0.208	1
Fam76a	0.05066141	0.059929694	0.145	0.106	1
Borcs7	0.050747079	0.035238744	0.198	0.179	1
Rbl2	0.050812193	0.074899437	0.127	0.079	1
Psmb3	0.050853656	0.017969978	0.51	0.493	1
Bmf	0.050959828	0.042801326	0.178	0.149	1
Ric1	0.051013084	0.055547706	0.151	0.115	1
Pus7l	0.051161878	-0.108596598	0.052	0.12	1
Alkbh5	0.051326781	0.022644207	0.293	0.277	1
Phf10	0.051363804	-0.05871552	0.146	0.18	1
Pigf	0.051676229	0.050759861	0.16	0.128	1
Ncstn	0.051697074	0.055280209	0.151	0.115	1
Rpa2	0.051756973	0.054300256	0.153	0.118	1
Zfp329	0.05180662	0.028260383	0.232	0.217	1
Nabp1	0.052101179	0.061648807	0.141	0.102	1
Vrk2	0.052266666	0.071628667	0.13	0.083	1
Desi2	0.052283351	-0.044195299	0.203	0.235	1
Gm20045	0.052439331	0.053693829	0.149	0.128	1
Hadhb	0.052539895	0.044688511	0.171	0.141	1
Gusb	0.052558218	-0.083190775	0.087	0.141	1
Fem1a	0.052905454	-0.054512161	0.156	0.195	1
Ntan1	0.053019764	0.056159218	0.149	0.112	1
Entpd6	0.053167505	-0.08558886	0.083	0.138	1
Xab2	0.053167823	0.031225594	0.213	0.191	1
Sec23ip	0.053183505	0.039591604	0.185	0.156	1
Gsto1	0.053398171	-0.127221434	0.031	0.111	1
Larp1b	0.053791943	-0.068013731	0.118	0.161	1
Prkce	0.053805335	0.044104891	0.171	0.149	1
Zmym4	0.053934485	0.035895273	0.197	0.172	1
Ssr2	0.054020996	0.02425082	0.262	0.242	1
Poldip2	0.054324601	-0.066540705	0.121	0.163	1
Uba5	0.054472582	0.027809397	0.231	0.216	1
Nubp2	0.054672624	-0.045606716	0.19	0.225	1
C1d	0.054850651	0.034238452	0.201	0.18	1
Smndc1	0.055407825	0.020113483	0.373	0.366	1
Ttc3	0.055434506	0.036514419	0.189	0.176	1
Fyco1	0.055438045	0.052887454	0.153	0.118	1
Pigx	0.055456893	0.070139571	0.129	0.085	1
Galnt11	0.055464143	-0.042403318	0.206	0.237	1
Nono	0.055572199	0.017802358	0.494	0.488	1
Zfp330	0.055886124	-0.04535078	0.198	0.226	1
Tmem106b	0.055894045	0.058497578	0.146	0.105	1
B230307C23Rik	0.056141222	-0.079489678	0.09	0.146	1
Mrps14	0.056409501	-0.032418971	0.453	0.464	1
Sde2	0.056452359	0.024931657	0.245	0.233	1
Ube2l3	0.0565613	0.016994363	0.512	0.5	1
Ubl7	0.056617414	0.062207727	0.139	0.1	1
Pan2	0.056727533	0.045948743	0.162	0.139	1
Acot9	0.056806671	0.074856127	0.125	0.077	1
Cep68	0.056844264	-0.058848662	0.138	0.181	1
Pts	0.056934894	0.023412396	0.278	0.266	1
Ints8	0.056952797	0.054936824	0.148	0.113	1
Eif4e2	0.057091301	-0.03217734	0.344	0.365	1
H13	0.057180295	-0.034728181	0.466	0.489	1
Eloa	0.05726592	0.032114567	0.206	0.189	1
Brpf1	0.05741918	0.028708848	0.225	0.207	1
Zyx	0.057441811	0.08300809	0.116	0.066	1
Alcam	0.057478787	0.04584045	0.165	0.14	1
Hist1h1e	0.057702289	0.050278462	0.159	0.122	1
Slc25a4	0.057725049	0.045042844	0.168	0.145	1
Mapk3	0.057859059	0.051219533	0.157	0.121	1
Mrps36	0.057999745	-0.034169383	0.275	0.297	1
Rfc1	0.058001905	0.029574125	0.223	0.213	1
Naa20	0.058266986	-0.039317072	0.232	0.255	1
Zdhhc5	0.058270494	0.025512198	0.244	0.225	1
Nmi	0.058303884	0.060152619	0.141	0.102	1
Rxrb	0.058339152	-0.056213996	0.148	0.183	1
Minos1	0.058417042	-0.032662212	0.418	0.429	1
Cops8	0.058435941	-0.039131838	0.222	0.245	1
